New Delhi



Residential


Multistorey Apartment

Aashirwaad Chowk
5433,5301,Oct-Dec'09
5540,5377,Jan-Mar'10
6144,5736,Apr-Jun'10
6235,6029,Jul-Sep'10
6493,6329,Oct-Dec'10
6761,6661,Jan-Mar'11
7202,6896,Apr-Jun'11
8593,7304,Jul-Sep'11
9502,7690,Oct-Dec'11
9950,7378,Jan-Mar'12
10741,7862,Apr-Jun'12
10777,8328,Jul-Sep'12
10899,7801,Oct-Dec'12
10872,7938,Jan-Mar'13
10902,7988,Apr-Jun'13
10723,7943,Jul-Sep'13
10405,7461,Oct-Dec'13
10454,7518,Jan-Mar'14
10460,7463,Apr-Jun'14
10561,7346,Jul-Sep'14
10201,7311,Oct-Dec'14
10059,7393,Jan-Mar'15
9947,7225,Apr-Jun'15
9990,6970,Jul-Sep'15
9817,7064,Oct-Dec'15
9898,7059,Jan-Mar'16
9722,6915,Apr-Jun'16
9384,6781,Jul-Sep'16
9362,6759,Oct-Dec'16
8947,6592,Jan-Mar'17

Dwarka Sector 5
4007,3679,Jan-Mar'08
6182,5200,Jan-Mar'09
5358,5175,Jul-Sep'09
5595,5328,Oct-Dec'09
5606,5415,Jan-Mar'10
7268,5370,Apr-Jun'10
6362,6150,Jul-Sep'10
9018,5984,Oct-Dec'10
7193,6753,Jan-Mar'11
7121,6954,Apr-Jun'11
8398,7320,Jul-Sep'11
9819,8155,Oct-Dec'11
10120,7013,Jan-Mar'12
11063,7896,Apr-Jun'12
10759,8020,Jul-Sep'12
10928,7870,Oct-Dec'12
11178,8182,Jan-Mar'13
10849,7805,Apr-Jun'13
10790,7695,Jul-Sep'13
10658,7448,Oct-Dec'13
10505,7473,Jan-Mar'14
10516,7400,Apr-Jun'14
10377,7547,Jul-Sep'14
10230,7307,Oct-Dec'14
10063,7400,Jan-Mar'15
9919,7442,Apr-Jun'15
9868,7338,Jul-Sep'15
9730,7228,Oct-Dec'15
9946,7025,Jan-Mar'16
9664,6943,Apr-Jun'16
9385,6943,Jul-Sep'16
9186,6658,Oct-Dec'16
8894,6633,Jan-Mar'17

Dwarka Sector 6
5141,4057,Jan-Mar'08
5750,5183,Jan-Mar'09
5274,5135,Jul-Sep'09
5528,5326,Oct-Dec'09
5561,5447,Jan-Mar'10
6258,5946,Apr-Jun'10
7041,6238,Jul-Sep'10
6949,6759,Oct-Dec'10
7223,7095,Jan-Mar'11
7407,7266,Apr-Jun'11
7804,7595,Jul-Sep'11
8764,8473,Oct-Dec'11
10515,7275,Jan-Mar'12
11020,7611,Apr-Jun'12
11095,8129,Jul-Sep'12
10927,8014,Oct-Dec'12
11503,8072,Jan-Mar'13
11194,8003,Apr-Jun'13
10672,7850,Jul-Sep'13
10883,7758,Oct-Dec'13
10771,7689,Jan-Mar'14
10768,7687,Apr-Jun'14
10689,7683,Jul-Sep'14
10572,7305,Oct-Dec'14
10183,7211,Jan-Mar'15
10154,7227,Apr-Jun'15
10022,7031,Jul-Sep'15
9934,7025,Oct-Dec'15
10161,7094,Jan-Mar'16
10016,7032,Apr-Jun'16
9684,6881,Jul-Sep'16
9672,6762,Oct-Dec'16
9026,6555,Jan-Mar'17

Dwarka Sector 6 Pocket 1
10296,7220,Jul-Sep'15
9577,7258,Oct-Dec'15
9872,7186,Jan-Mar'16
9877,6811,Apr-Jun'16
9093,6737,Jul-Sep'16
9111,6767,Oct-Dec'16
8821,6678,Jan-Mar'17

Dwarka Sector 7
6110,4062,Jan-Mar'08
6336,5256,Jan-Mar'09
5326,5114,Jul-Sep'09
5383,5183,Oct-Dec'09
5686,5543,Jan-Mar'10
6299,5879,Apr-Jun'10
6248,5932,Jul-Sep'10
6920,6287,Oct-Dec'10
7125,6569,Jan-Mar'11
